# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  152       5.994645244683e-10       1.466541847422e-13      -6.211729726036e-12       9.679742069202e-16       3.164358963846e-12       5.983672696221e-13      -3.792407613349e-15 
  153       6.038259980401e-10       1.458816460317e-13      -6.209503334585e-12       9.819198693270e-16       3.105138177015e-12       5.899307546013e-13      -3.732322842295e-15 
  154       6.081577421481e-10       1.450540787185e-13      -6.203943937051e-12       9.959951764025e-16       3.047185704317e-12       5.815850319838e-13      -3.670866644386e-15 
  155       6.124586865487e-10       1.441729540122e-13      -6.195014400680e-12       1.010200432764e-15       2.990506563725e-12       5.733353205413e-13      -3.608163488188e-15 
  156       6.167277356575e-10       1.432398500388e-13      -6.182679301621e-12       1.024535920556e-15       2.935101878642e-12       5.651866203591e-13      -3.544343935593e-15 
  157       6.209637680557e-10       1.422564535303e-13      -6.166904965781e-12       1.039001898972e-15       2.880968786227e-12       5.571437055789e-13      -3.479544729983e-15 
  158       6.251656359959e-10       1.412245615137e-13      -6.147659509684e-12       1.053598603776e-15       2.828100345709e-12       5.492111171424e-13      -3.413908884386e-15 
  159       6.293321649081e-10       1.401460830003e-13      -6.124912881326e-12       1.068326246821e-15       2.776485446709e-12       5.413931555345e-13      -3.347585769637e-15 
  160       6.334621529059e-10       1.390230406748e-13      -6.098636901039e-12       1.083185015572e-15       2.726108717551e-12       5.336938735263e-13      -3.280731202542e-15 
  161       6.375543702925e-10       1.378575725844e-13      -6.068805302345e-12       1.098175072624e-15       2.676950433590e-12       5.261170689186e-13      -3.213507534034e-15 
  162       6.416075590667e-10       1.366519338283e-13      -6.035393772813e-12       1.113296555225e-15       2.628986425521e-12       5.186662772853e-13      -3.146083737332e-15 
  163       6.456204324289e-10       1.354084982465e-13      -5.998379994921e-12       1.128549574797e-15       2.582187987705e-12       5.113447647160e-13      -3.078635496107e-15 
  164       6.495916742871e-10       1.341297601095e-13      -5.957743686912e-12       1.143934216455e-15       2.536521786481e-12       5.041555205602e-13      -3.011345292637e-15 
  165       6.535199387633e-10       1.328183358071e-13      -5.913466643651e-12       1.159450538530e-15       2.491949768488e-12       4.971012501697e-13      -2.944402495969e-15 
