# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  156       6.166890171581e-10       1.423302914811e-13      -6.203418041561e-12       0.000000000000e+00       2.935101878642e-12       5.651866203591e-13      -3.544343935593e-15 
  157       6.209385190037e-10       1.413233393370e-13      -6.188041172403e-12       0.000000000000e+00       2.880968786227e-12       5.571437055789e-13      -3.479544729983e-15 
  158       6.251541433461e-10       1.402671532737e-13      -6.169188592470e-12       0.000000000000e+00       2.828100345709e-12       5.492111171424e-13      -3.413908884386e-15 
  159       6.293347140109e-10       1.391636303515e-13      -6.146829773062e-12       0.000000000000e+00       2.776485446709e-12       5.413931555345e-13      -3.347585769637e-15 
  160       6.334790273506e-10       1.380147813649e-13      -6.120936046032e-12       0.000000000000e+00       2.726108717551e-12       5.336938735263e-13      -3.280731202542e-15 
  161       6.375858517489e-10       1.368227325358e-13      -6.091480644536e-12       0.000000000000e+00       2.676950433590e-12       5.261170689186e-13      -3.213507534034e-15 
  162       6.416539271245e-10       1.355897272059e-13      -6.058438743777e-12       0.000000000000e+00       2.628986425521e-12       5.186662772853e-13      -3.146083737332e-15 
  163       6.456819644354e-10       1.343181275301e-13      -6.021787501754e-12       0.000000000000e+00       2.582187987705e-12       5.113447647160e-13      -3.078635496107e-15 
  164       6.496686451830e-10       1.330104161686e-13      -5.981506100003e-12       0.000000000000e+00       2.536521786481e-12       5.041555205602e-13      -3.011345292637e-15 
  165       6.536126209160e-10       1.316691979805e-13      -5.937575784348e-12       0.000000000000e+00       2.491949768488e-12       4.971012501697e-13      -2.944402495969e-15 
  166       6.575125127346e-10       1.302972017159e-13      -5.889979905642e-12       0.000000000000e+00       2.448429068982e-12       4.901843676423e-13      -2.878003450080e-15 
