# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   91       3.265344055107e-10       8.558876296933e-14      -2.323876244286e-12       0.000000000000e+00       1.264735814296e-11       1.515621223802e-12      -7.903664241998e-15 
   92       3.304809833384e-10       8.767618418397e-14      -2.409671812113e-12       0.000000000000e+00       1.229804593093e-11       1.483058085336e-12      -7.847195169589e-15 
   93       3.344589300960e-10       8.976013189693e-14      -2.496122540041e-12       0.000000000000e+00       1.196148679619e-11       1.451595077305e-12      -7.781547422878e-15 
   94       3.384680411428e-10       9.183870694643e-14      -2.583164120738e-12       0.000000000000e+00       1.163732265902e-11       1.421196441797e-12      -7.708365679300e-15 
   95       3.425079009315e-10       9.390997167401e-14      -2.670730506548e-12       0.000000000000e+00       1.132505001501e-11       1.391812475389e-12      -7.629452687777e-15 
   96       3.465778740700e-10       9.597195009971e-14      -2.758753914622e-12       0.000000000000e+00       1.102401477136e-11       1.363379032041e-12      -7.546773466750e-15 
   97       3.506770963829e-10       9.802262809706e-14      -2.847164832034e-12       0.000000000000e+00       1.073340708322e-11       1.335817025985e-12      -7.462459502219e-15 
   98       3.548044659728e-10       1.000599535682e-13      -2.935892020904e-12       0.000000000000e+00       1.045225618997e-11       1.309031934620e-12      -7.378812945774e-15 
   99       3.589589166155e-10       1.020818837034e-13      -3.024864007423e-12       0.000000000000e+00       1.017965293218e-11       1.282936265133e-12      -7.297854164325e-15 
  100       3.631403014506e-10       1.040865340181e-13      -3.114013778499e-12       0.000000000000e+00       9.915464426797e-12       1.257521659880e-12      -7.219882191457e-15 
  101       3.673486184352e-10       1.060720508491e-13      -3.203274762959e-12       0.000000000000e+00       9.659711497881e-12       1.232796128151e-12      -7.144717226532e-15 
  102       3.715837337309e-10       1.080365668900e-13      -3.292579429814e-12       0.000000000000e+00       9.412347653254e-12       1.208761777583e-12      -7.072137772222e-15 
  103       3.758453761872e-10       1.099782019369e-13      -3.381859311368e-12       0.000000000000e+00       9.173256680575e-12       1.185414595410e-12      -7.001879297414e-15 
  104       3.801331318259e-10       1.118950636341e-13      -3.471045026327e-12       0.000000000000e+00       8.942250243410e-12       1.162744229695e-12      -6.933632900112e-15 
  105       3.844464383243e-10       1.137852482200e-13      -3.560066302905e-12       0.000000000000e+00       8.719065477310e-12       1.140733770579e-12      -6.867043970345e-15 
  106       3.887845794992e-10       1.156468412730e-13      -3.648852001938e-12       0.000000000000e+00       8.503362585883e-12       1.119359531513e-12      -6.801710853069e-15 
  107       3.931466797907e-10       1.174779184572e-13      -3.737330139988e-12       0.000000000000e+00       8.294722436863e-12       1.098590830505e-12      -6.737183511074e-15 
  108       3.975316987460e-10       1.192765462680e-13      -3.825427912455e-12       0.000000000000e+00       8.092644158191e-12       1.078389771359e-12      -6.672962187887e-15 
  109       4.019384255031e-10       1.210407827785e-13      -3.913071716683e-12       0.000000000000e+00       7.896542734082e-12       1.058711024913e-12      -6.608496070674e-15 
  110       4.063656868139e-10       1.227687260356e-13      -4.000187674975e-12       0.000000000000e+00       7.705880898943e-12       1.039512697987e-12      -6.543303003519e-15 
  111       4.108130132069e-10       1.244586646914e-13      -4.086703230115e-12       0.000000000000e+00       7.520589161206e-12       1.020790990493e-12      -6.477348908761e-15 
  112       4.152800481521e-10       1.261089481348e-13      -4.172545798238e-12       0.000000000000e+00       7.340695284724e-12       1.002549584921e-12      -6.410714646969e-15 
  113       4.197663387646e-10       1.277179417640e-13      -4.257642314874e-12       0.000000000000e+00       7.166193724447e-12       9.847888465894e-13      -6.343479161509e-15 
  114       4.242713323866e-10       1.292840282011e-13      -4.341919262972e-12       0.000000000000e+00       6.997044542376e-12       9.675057138542e-13      -6.275719331132e-15 
  115       4.287943731704e-10       1.308056085056e-13      -4.425302700927e-12       0.000000000000e+00       6.833172323520e-12       9.506935883202e-13      -6.207509822566e-15 
  116       4.333346986604e-10       1.322811033886e-13      -4.507718290593e-12       0.000000000000e+00       6.674465091845e-12       9.343422250513e-13      -6.138922943100e-15 
  117       4.378914363757e-10       1.337089544275e-13      -4.589091325314e-12       0.000000000000e+00       6.520773226231e-12       9.184376227813e-13      -6.070028493177e-15 
  118       4.424636003927e-10       1.350876252793e-13      -4.669346757939e-12       0.000000000000e+00       6.371908376425e-12       9.029619141244e-13      -6.000893618979e-15 
  119       4.470500879273e-10       1.364156028954e-13      -4.748409228846e-12       0.000000000000e+00       6.227642378995e-12       8.878932557859e-13      -5.931582665019e-15 
  120       4.516496759173e-10       1.376913987352e-13      -4.826203093966e-12       0.000000000000e+00       6.087706173285e-12       8.732057187729e-13      -5.862157026730e-15 
  121       4.562610176053e-10       1.389135499807e-13      -4.902652452801e-12       0.000000000000e+00       5.951788717367e-12       8.588691786049e-13      -5.792675003048e-15 
  122       4.608826391206e-10       1.400806207502e-13      -4.977681176449e-12       0.000000000000e+00       5.819535903996e-12       8.448492055244e-13      -5.723191649009e-15 
  123       4.655131142539e-10       1.411912512538e-13      -5.051213880883e-12       0.000000000000e+00       5.690626988340e-12       8.311149649190e-13      -5.653761948581e-15 
  124       4.701516187952e-10       1.422443090684e-13      -5.123178913700e-12       0.000000000000e+00       5.565016122097e-12       8.176641801453e-13      -5.584451059908e-15 
  125       4.747974337350e-10       1.432387576101e-13      -5.193505764904e-12       0.000000000000e+00       5.442716653508e-12       8.045008439279e-13      -5.515324974730e-15 
  126       4.794497707817e-10       1.441736113251e-13      -5.262124187472e-12       0.000000000000e+00       5.323725631598e-12       7.916274187256e-13      -5.446447183521e-15 
  127       4.841077703459e-10       1.450479372806e-13      -5.328964232818e-12       0.000000000000e+00       5.208023331981e-12       7.790447899641e-13      -5.377878554194e-15 
  128       4.887704995249e-10       1.458608567564e-13      -5.393956286245e-12       0.000000000000e+00       5.095572782660e-12       7.667522192706e-13      -5.309677210820e-15 
  129       4.934369500872e-10       1.466115468360e-13      -5.457031102413e-12       0.000000000000e+00       4.986319289831e-12       7.547472977062e-13      -5.241898412332e-15 
  130       4.981060364568e-10       1.472992419979e-13      -5.518119840787e-12       0.000000000000e+00       4.880189963688e-12       7.430258990004e-13      -5.174594431245e-15 
  131       5.027765936978e-10       1.479232357072e-13      -5.577154101108e-12       0.000000000000e+00       4.777093244219e-12       7.315821327842e-13      -5.107814432361e-15 
  132       5.074473754983e-10       1.484828820065e-13      -5.634065958840e-12       0.000000000000e+00       4.676918427018e-12       7.204082978237e-13      -5.041604351487e-15 
  133       5.121170521558e-10       1.489775971075e-13      -5.688788000640e-12       0.000000000000e+00       4.579535189080e-12       7.094948352535e-13      -4.976006774141e-15 
  134       5.167842085607e-10       1.494068609823e-13      -5.741253359808e-12       0.000000000000e+00       4.484793114606e-12       6.988302818107e-13      -4.911060814268e-15 
  135       5.214473421811e-10       1.497702189546e-13      -5.791395751751e-12       0.000000000000e+00       4.392521220807e-12       6.884012230679e-13      -4.846801992951e-15 
  136       5.261048610475e-10       1.500672832911e-13      -5.839149509442e-12       0.000000000000e+00       4.302527483706e-12       6.781922466671e-13      -4.783262117121e-15 
  137       5.307552219927e-10       1.502977624187e-13      -5.884450236472e-12       0.000000000000e+00       4.214639588924e-12       6.681892113140e-13      -4.720458578112e-15 
  138       5.353973657856e-10       1.504615486207e-13      -5.927236767431e-12       0.000000000000e+00       4.128832947030e-12       6.583895345359e-13      -4.658361254258e-15 
  139       5.400303234126e-10       1.505586424751e-13      -5.967449478561e-12       0.000000000000e+00       4.045115087686e-12       6.487928857773e-13      -4.596921937489e-15 
  140       5.446530787474e-10       1.505891277925e-13      -6.005029727377e-12       0.000000000000e+00       3.963485412695e-12       6.393979406770e-13      -4.536084419500e-15 
  141       5.492645674252e-10       1.505531733832e-13      -6.039919892049e-12       0.000000000000e+00       3.883934983464e-12       6.302023553466e-13      -4.475784303310e-15 
  142       5.538636757176e-10       1.504510348236e-13      -6.072063410772e-12       0.000000000000e+00       3.806446308475e-12       6.212027406506e-13      -4.415948814813e-15 
  143       5.584492394072e-10       1.502830562233e-13      -6.101404821156e-12       0.000000000000e+00       3.730993130744e-12       6.123946364854e-13      -4.356496614344e-15 
  144       5.630200426620e-10       1.500496719912e-13      -6.127889799597e-12       0.000000000000e+00       3.657540215289e-12       6.037724860584e-13      -4.297337608228e-15 
  145       5.675748169107e-10       1.497514086025e-13      -6.151465200659e-12       0.000000000000e+00       3.586043136600e-12       5.953296101679e-13      -4.238372760347e-15 
  146       5.721122397166e-10       1.493888863651e-13      -6.172079096452e-12       0.000000000000e+00       3.516448066096e-12       5.870581814817e-13      -4.179493903689e-15 
  147       5.766309336530e-10       1.489628211867e-13      -6.189680816014e-12       0.000000000000e+00       3.448691559599e-12       5.789491988171e-13      -4.120583551909e-15 
  148       5.811294651770e-10       1.484740263410e-13      -6.204220984684e-12       0.000000000000e+00       3.382700344793e-12       5.709924614196e-13      -4.061514710890e-15 
  149       5.856063435051e-10       1.479234142347e-13      -6.215651563488e-12       0.000000000000e+00       3.318391108693e-12       5.631765432427e-13      -4.002150690293e-15 
  150       5.900600194872e-10       1.473119981739e-13      -6.223925888511e-12       0.000000000000e+00       3.255670285111e-12       5.554887672268e-13      -3.942344915123e-15 
  151       5.944888844815e-10       1.466408941308e-13      -6.228998710283e-12       0.000000000000e+00       3.194433842120e-12       5.479151795789e-13      -3.881940737279e-15 
  152       5.988912692292e-10       1.459113225107e-13      -6.230826233151e-12       0.000000000000e+00       3.134567069518e-12       5.404405240518e-13      -3.820771247118e-15 
  153       6.032655659012e-10       1.451245945768e-13      -6.229366392400e-12       0.000000000000e+00       3.075968297513e-12       5.330518359043e-13      -3.758704607943e-15 
  154       6.076106093708e-10       1.442820665891e-13      -6.224579631693e-12       0.000000000000e+00       3.018622980449e-12       5.257496537526e-13      -3.695785196932e-15 
  155       6.119253293947e-10       1.433851847520e-13      -6.216428273300e-12       0.000000000000e+00       2.962536125033e-12       5.185378055276e-13      -3.632105283217e-15 
  156       6.162086301318e-10       1.424355018470e-13      -6.204876327107e-12       0.000000000000e+00       2.907708888028e-12       5.114198752181e-13      -3.567760726907e-15 
  157       6.204593896451e-10       1.414346789213e-13      -6.189889531202e-12       0.000000000000e+00       2.854138485597e-12       5.043991955851e-13      -3.502851022488e-15 
  158       6.246764594034e-10       1.403844869763e-13      -6.171435392470e-12       0.000000000000e+00       2.801818102649e-12       4.974788408757e-13      -3.437479342227e-15 
