# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   99       3.588180144539e-10       1.019803592801e-13      -3.026881937180e-12       0.000000000000e+00       1.011267638435e-11       1.293281740151e-12      -7.283240628062e-15 
  100       3.629937392018e-10       1.039764219874e-13      -3.115834512850e-12       0.000000000000e+00       9.849934318603e-12       1.267586438066e-12      -7.199080395138e-15 
  101       3.671964974304e-10       1.059530785010e-13      -3.204891369946e-12       0.000000000000e+00       9.595588630059e-12       1.242559285189e-12      -7.116370747765e-15 
  102       3.714261337207e-10       1.079084585902e-13      -3.293984078669e-12       0.000000000000e+00       9.349592806263e-12       1.218204914493e-12      -7.035078941502e-15 
  103       3.756823529337e-10       1.098406791695e-13      -3.383043205491e-12       0.000000000000e+00       9.111830963576e-12       1.194522071396e-12      -6.955148182782e-15 
  104       3.799647146287e-10       1.117478450454e-13      -3.471998334573e-12       0.000000000000e+00       8.882115455612e-12       1.171503400756e-12      -6.876496784206e-15 
  105       3.842726274817e-10       1.136280496628e-13      -3.560778089191e-12       0.000000000000e+00       8.660184481674e-12       1.149135233857e-12      -6.799017319848e-15 
  106       3.886053437042e-10       1.154793758518e-13      -3.649310153153e-12       0.000000000000e+00       8.445699695187e-12       1.127397375397e-12      -6.722575780546e-15 
  107       3.929619534611e-10       1.172998965740e-13      -3.737521292217e-12       0.000000000000e+00       8.238243812138e-12       1.106262890482e-12      -6.647010729209e-15 
  108       3.973413792896e-10       1.190876756693e-13      -3.825337375520e-12       0.000000000000e+00       8.037318219508e-12       1.085697891608e-12      -6.572132456108e-15 
