# z=49.0000 a=0.020000 mass=0.9645418902
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
1.77992824e-02  1.24997852e+08  13
3.01582443e-02  1.24993926e+08  33
4.28958037e-02  1.24987718e+08  79
5.56732155e-02  1.24979371e+08  117
6.87019957e-02  1.24968581e+08  205
8.09577352e-02  1.24956429e+08  235
9.35343337e-02  1.24941825e+08  369
1.06164502e-01  1.24925084e+08  433
1.18907249e-01  1.24906006e+08  585
1.31524496e-01  1.24885024e+08  679
1.43932658e-01  1.24862314e+08  813
1.56557218e-01  1.24837097e+08  985
1.69407979e-01  1.24809230e+08  1183
1.81937092e-01  1.24779972e+08  1269
1.94415796e-01  1.24748734e+08  1537
2.06952608e-01  1.24715269e+08  1653
2.19515289e-01  1.24679606e+08  1963
2.32108617e-01  1.24641760e+08  2121
2.44733933e-01  1.24601676e+08  2413
2.57363453e-01  1.24559460e+08  2635
2.69900160e-01  1.24515409e+08  2877
2.82389912e-01  1.24469464e+08  3169
2.95026715e-01  1.24420825e+08  3507
3.07573015e-01  1.24370430e+08  3685
3.20131509e-01  1.24317827e+08  4165
3.32798234e-01  1.24262645e+08  4377
3.45439129e-01  1.24205439e+08  4855
3.57953043e-01  1.24146646e+08  4929
3.70470738e-01  1.24085761e+08  5581
3.82961357e-01  1.24022848e+08  5679
3.95577974e-01  1.23957213e+08  6385
4.08187547e-01  1.23889387e+08  6553
4.20787861e-01  1.23819486e+08  7125
4.33381942e-01  1.23747507e+08  7447
4.45940056e-01  1.23673532e+08  7929
4.58524005e-01  1.23597291e+08  8353
4.71028302e-01  1.23519311e+08  8775
4.83582117e-01  1.23438921e+08  9313
4.96171308e-01  1.23356192e+08  9841
5.08698451e-01  1.23271590e+08  10191
5.21266850e-01  1.23184692e+08  10897
5.33851474e-01  1.23095450e+08  11301
5.46484669e-01  1.23003531e+08  12025
5.59105936e-01  1.22909665e+08  12423
5.71673258e-01  1.22814022e+08  13021
5.84175254e-01  1.22716576e+08  13405
5.96689969e-01  1.22616947e+08  14247
6.09276528e-01  1.22514586e+08  14713
6.21855825e-01  1.22410086e+08  15489
6.34433634e-01  1.22303155e+08  15913
6.47037514e-01  1.22193996e+08  16879
6.59633644e-01  1.22082645e+08  17193
6.72235286e-01  1.21969266e+08  18157
6.84740075e-01  1.21854119e+08  18339
6.97295639e-01  1.21736457e+08  19573
7.09882323e-01  1.21616478e+08  19941
7.22383387e-01  1.21494486e+08  20629
7.34953418e-01  1.21370594e+08  21655
7.47529559e-01  1.21243431e+08  22113
7.60130806e-01  1.21114572e+08  23185
7.72707972e-01  1.20982968e+08  23667
7.85228036e-01  1.20850114e+08  24385
7.97852900e-01  1.20713769e+08  25749
8.10414649e-01  1.20575895e+08  25675
8.22983296e-01  1.20435892e+08  27409
8.35562854e-01  1.20292868e+08  27405
8.48080130e-01  1.20148955e+08  28717
8.60685138e-01  1.20001469e+08  29595
8.73271712e-01  1.19851562e+08  30301
8.85799237e-01  1.19700581e+08  31101
8.98326884e-01  1.19547822e+08  32023
9.10882829e-01  1.19391129e+08  32977
9.23526894e-01  1.19231503e+08  34449
9.36128848e-01  1.19070193e+08  34549
9.48697049e-01  1.18907508e+08  36111
9.61271227e-01  1.18741251e+08  36541
9.73803852e-01  1.18574039e+08  37717
9.86339420e-01  1.18405111e+08  38619
9.98901349e-01  1.18232154e+08  39661
1.01143181e+00  1.18057775e+08  40545
1.02398480e+00  1.17880458e+08  41815
1.03662522e+00  1.17700566e+08  43125
1.04921793e+00  1.17518052e+08  43681
1.06175146e+00  1.17334680e+08  44629
1.07431471e+00  1.17147852e+08  46227
1.08691591e+00  1.16958150e+08  46909
1.09948613e+00  1.16767459e+08  48237
1.11198749e+00  1.16573538e+08  48583
1.12457094e+00  1.16378185e+08  50997
1.13720231e+00  1.16179086e+08  51397
1.14976092e+00  1.15977742e+08  52489
1.16231004e+00  1.15774026e+08  53787
1.17487890e+00  1.15568958e+08  54913
1.18743524e+00  1.15361449e+08  55977
1.19999439e+00  1.15150338e+08  57415
1.21253582e+00  1.14938298e+08  58105
1.22509392e+00  1.14723949e+08  60033
1.23769555e+00  1.14504424e+08  60949
1.25026211e+00  1.14283995e+08  62235
1.26280549e+00  1.14062499e+08  63229
1.27540071e+00  1.13837454e+08  65133
1.28797156e+00  1.13609518e+08  65707
1.30053708e+00  1.13378599e+08  67561
1.31311722e+00  1.13147650e+08  68505
1.32567386e+00  1.12911890e+08  69943
1.33823709e+00  1.12675200e+08  71097
1.35081404e+00  1.12434661e+08  73021
1.36336710e+00  1.12192748e+08  73317
1.37591851e+00  1.11950299e+08  75799
1.38846886e+00  1.11701726e+08  76021
1.40103508e+00  1.11451538e+08  78753
1.41362499e+00  1.11200567e+08  79291
1.42620380e+00  1.10945387e+08  81129
1.43878365e+00  1.10688519e+08  82441
1.45136676e+00  1.10426624e+08  83949
1.46393054e+00  1.10168499e+08  85123
1.47650160e+00  1.09901238e+08  86929
1.48905317e+00  1.09635558e+08  87789
1.50157422e+00  1.09365912e+08  89623
1.51415169e+00  1.09096833e+08  91341
1.52672825e+00  1.08820712e+08  92845
1.53929259e+00  1.08542678e+08  94087
1.55187897e+00  1.08264990e+08  96333
1.56446583e+00  1.07980200e+08  97249
1.57706299e+00  1.07697656e+08  99501
1.58957931e+00  1.07411469e+08  99283
1.60209822e+00  1.07124301e+08  102537
1.61467281e+00  1.06831680e+08  103477
1.62724590e+00  1.06537768e+08  105751
1.63983060e+00  1.06238689e+08  106869
1.65239053e+00  1.05944094e+08  108697
1.66497941e+00  1.05637700e+08  110577
1.67759186e+00  1.05335082e+08  112555
1.69012693e+00  1.05028242e+08  112593
1.70265657e+00  1.04722439e+08  115573
1.71523965e+00  1.04408046e+08  117283
1.72781170e+00  1.04094845e+08  118581
1.74036775e+00  1.03780342e+08  120625
1.75292822e+00  1.03461262e+08  121935
1.76550077e+00  1.03141127e+08  124441
1.77806655e+00  1.02814546e+08  125517
1.79061685e+00  1.02492693e+08  127357
1.80319130e+00  1.02164391e+08  129895
1.81576667e+00  1.01829468e+08  130701
1.82834882e+00  1.01500744e+08  133921
1.84092616e+00  1.01162493e+08  134187
1.85348688e+00  1.00826740e+08  137125
1.86606484e+00  1.00484789e+08  138457
1.87865316e+00  1.00141264e+08  140937
1.89119496e+00  9.97995273e+07  141367
1.90373200e+00  9.94525834e+07  144381
1.91628265e+00  9.91041936e+07  145549
1.92887019e+00  9.87517984e+07  149139
1.94147113e+00  9.83970347e+07  149641
1.95401615e+00  9.80406858e+07  151825
1.96656467e+00  9.76853891e+07  153453
1.97911394e+00  9.73232110e+07  155887
1.99169126e+00  9.69616162e+07  158121
2.00427242e+00  9.65967468e+07  159841
2.01680965e+00  9.62323923e+07  161175
2.02938830e+00  9.58585231e+07  164677
2.04198511e+00  9.54911026e+07  166057
2.05454796e+00  9.51131711e+07  167703
2.06711836e+00  9.47427539e+07  170269
2.07969511e+00  9.43638610e+07  172257
2.09225395e+00  9.39830349e+07  173653
