# z=6.0172 a=0.142506 mass=0.9645418902
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
2.43152780e+00  4.32662076e-01  236041
2.44409951e+00  4.28602316e-01  237231
2.45668123e+00  4.24002966e-01  240925
2.46926597e+00  4.19575758e-01  242769
2.48180449e+00  4.15887398e-01  243757
2.49434968e+00  4.12954466e-01  247983
2.50693092e+00  4.07486399e-01  250273
2.51949990e+00  4.05993601e-01  252373
2.53206429e+00  4.01795913e-01  255447
2.54463258e+00  3.98923219e-01  257089
2.55720831e+00  3.95492972e-01  261237
2.56977318e+00  3.92309968e-01  261667
2.58235084e+00  3.88807876e-01  266889
2.59493145e+00  3.85386752e-01  267049
2.60748365e+00  3.82238371e-01  270577
2.62003465e+00  3.78931896e-01  272643
2.63260290e+00  3.77596371e-01  276205
2.64517352e+00  3.73791441e-01  278169
2.65773098e+00  3.70394815e-01  280819
2.67028961e+00  3.68325002e-01  283629
2.68288103e+00  3.64355661e-01  287737
2.69546174e+00  3.62456053e-01  288229
2.70800318e+00  3.60332079e-01  291519
2.72056522e+00  3.57023969e-01  294697
2.73313137e+00  3.55445931e-01  296817
2.74570300e+00  3.52856767e-01  300739
2.75827075e+00  3.51616187e-01  301921
2.77081913e+00  3.48676486e-01  305457
2.78339728e+00  3.45952930e-01  308839
2.79596890e+00  3.44712215e-01  310641
2.80853577e+00  3.43332316e-01  314485
2.82110956e+00  3.41319471e-01  316113
2.83367567e+00  3.39834780e-01  320275
2.84623635e+00  3.36913498e-01  321109
2.85879560e+00  3.36162794e-01  326121
2.87137384e+00  3.34152035e-01  327727
2.88395424e+00  3.31376684e-01  331821
2.89650734e+00  3.30339798e-01  332497
2.90906470e+00  3.28816023e-01  337353
2.92163864e+00  3.27769669e-01  339559
2.93422073e+00  3.25520241e-01  343309
2.94678582e+00  3.25576517e-01  344757
2.95933993e+00  3.24192405e-01  348703
2.97191229e+00  3.21846759e-01  351261
2.98446722e+00  3.21060076e-01  354061
2.99700494e+00  3.19953190e-01  356115
3.00957150e+00  3.19388599e-01  361669
3.02215198e+00  3.18085600e-01  362893
3.03472327e+00  3.18523327e-01  367101
3.04729714e+00  3.18635960e-01  369439
3.05987607e+00  3.16480174e-01  373257
3.07246035e+00  3.16905456e-01  375949
3.08502144e+00  3.16649814e-01  378043
3.09756793e+00  3.16237310e-01  381117
3.11014614e+00  3.14903770e-01  386449
3.12271465e+00  3.15746649e-01  386397
3.13525824e+00  3.15113922e-01  391315
3.14782739e+00  3.15513793e-01  394305
3.16040709e+00  3.14993234e-01  398077
3.17297079e+00  3.15516725e-01  399919
3.18552003e+00  3.16242697e-01  403113
3.19809287e+00  3.15950492e-01  408229
3.21068427e+00  3.16318826e-01  410313
3.22323954e+00  3.15725630e-01  410275
3.23579434e+00  3.13991758e-01  409302
3.24836542e+00  3.10030174e-01  407782
3.26092816e+00  3.07949981e-01  405898
3.27349649e+00  3.06517054e-01  404322
3.28606028e+00  3.03126326e-01  402628
3.29861616e+00  3.00526460e-01  399792
3.31118450e+00  2.98493607e-01  400264
3.32375655e+00  2.96930131e-01  396336
3.33633648e+00  2.94310967e-01  396964
3.34889912e+00  2.92055817e-01  391834
3.36144277e+00  2.90899785e-01  391704
3.37402431e+00  2.88148348e-01  390736
3.38661496e+00  2.86075333e-01  388266
3.39916129e+00  2.84185294e-01  383920
3.41172359e+00  2.82764886e-01  385612
3.42430345e+00  2.80811957e-01  380790
3.43687077e+00  2.78660061e-01  380950
3.44943689e+00  2.78451138e-01  376536
3.46198984e+00  2.75175761e-01  375850
3.47457272e+00  2.74558508e-01  374580
3.48713261e+00  2.72844439e-01  369724
3.49967202e+00  2.71112687e-01  369454
3.51224656e+00  2.69609986e-01  367290
3.52482123e+00  2.67826836e-01  364912
3.53738716e+00  2.66451255e-01  362736
3.54995350e+00  2.65379235e-01  359926
3.56252724e+00  2.63665030e-01  359118
3.57509150e+00  2.61652687e-01  354340
3.58765458e+00  2.60519858e-01  354730
3.60021544e+00  2.58968100e-01  349482
3.61278183e+00  2.56748093e-01  349990
3.62534903e+00  2.56634941e-01  345150
3.63790727e+00  2.55384816e-01  344170
3.65047701e+00  2.54183975e-01  341434
3.66304737e+00  2.53415291e-01  338850
3.67562082e+00  2.51699887e-01  336604
3.68819285e+00  2.51131743e-01  333960
3.70075384e+00  2.49757940e-01  330760
3.71332149e+00  2.48740643e-01  329190
3.72588720e+00  2.47545447e-01  325372
3.73844410e+00  2.46702135e-01  323614
3.75101563e+00  2.45403098e-01  320874
3.76358999e+00  2.45604212e-01  318076
3.77615563e+00  2.43880578e-01  315366
3.78870489e+00  2.44437834e-01  311662
3.80127594e+00  2.42608530e-01  311028
3.81385667e+00  2.42038234e-01  306496
3.82640443e+00  2.40741797e-01  303694
3.83896447e+00  2.39834366e-01  301908
3.85154021e+00  2.39035589e-01  298156
3.86412982e+00  2.39275390e-01  297204
3.87668142e+00  2.39043638e-01  290380
3.88921657e+00  2.37978484e-01  290634
3.90179372e+00  2.37639615e-01  286594
3.91437624e+00  2.37082224e-01  284398
3.92695018e+00  2.36315159e-01  280884
3.93951066e+00  2.36039055e-01  277246
3.95208275e+00  2.36440589e-01  275466
3.96466521e+00  2.35621491e-01  271528
3.97722344e+00  2.35291392e-01  268048
3.98977586e+00  2.35218690e-01  265458
4.00234608e+00  2.34850824e-01  261892
4.01490524e+00  2.34563039e-01  259134
4.02745444e+00  2.34158794e-01  254926
4.04002216e+00  2.35197772e-01  253314
4.05260811e+00  2.34607764e-01  249346
4.06517472e+00  2.33608400e-01  245680
4.07772201e+00  2.34847922e-01  242442
4.09028980e+00  2.34499657e-01  239386
4.10287367e+00  2.34490697e-01  236544
4.11544764e+00  2.34277028e-01  232294
4.12800893e+00  2.34986532e-01  229044
4.14058557e+00  2.35436746e-01  226300
4.15316944e+00  2.35546578e-01  221938
4.16570849e+00  2.36029633e-01  218262
4.17824518e+00  2.35424824e-01  214594
4.19083460e+00  2.36127126e-01  212892
4.20340609e+00  2.37333302e-01  207190
4.21594547e+00  2.37561076e-01  204354
4.22851159e+00  2.38548016e-01  201232
4.24107578e+00  2.37659249e-01  196600
4.25364150e+00  2.38740639e-01  194238
4.26621340e+00  2.39709732e-01  189526
4.27880024e+00  2.40823351e-01  186828
4.29137880e+00  2.40012044e-01  182296
4.30391579e+00  2.40726555e-01  177748
4.31648067e+00  2.41856872e-01  175806
4.32906096e+00  2.42803308e-01  170470
4.34163434e+00  2.42544655e-01  167646
4.35419826e+00  2.42106272e-01  163120
4.36675348e+00  2.42504462e-01  158982
4.37930905e+00  2.44919577e-01  155878
4.39187628e+00  2.44391826e-01  151030
4.40443446e+00  2.47759153e-01  147948
4.41699700e+00  2.45612726e-01  143248
4.42958745e+00  2.47140037e-01  140124
4.44215164e+00  2.47374003e-01  135202
4.45467624e+00  2.47165380e-01  130662
4.46725585e+00  2.46976284e-01  128578
4.47985758e+00  2.44974162e-01  122566
4.49240168e+00  2.45993128e-01  119304
4.50496214e+00  2.46700637e-01  114700
4.51751987e+00  2.44631517e-01  110592
4.53007553e+00  2.44615340e-01  106510
4.54260782e+00  2.42724131e-01  101716
4.55517946e+00  2.40009597e-01  98715
4.56779661e+00  2.39269491e-01  94615
4.58034002e+00  2.39375148e-01  90513
4.59290715e+00  2.38129340e-01  88351
4.60550746e+00  2.38672342e-01  84555
4.61806652e+00  2.35760388e-01  81709
4.63061348e+00  2.36303064e-01  78724
4.64316981e+00  2.35374718e-01  76233
4.65575170e+00  2.35353569e-01  73561
4.66831088e+00  2.36532018e-01  70830
4.68083874e+00  2.36817255e-01  68230
4.69341420e+00  2.35205532e-01  66498
4.70600658e+00  2.35392406e-01  63586
4.71857979e+00  2.36190354e-01  61774
4.73110775e+00  2.36714206e-01  58794
4.74365157e+00  2.36329949e-01  57547
4.75628181e+00  2.39098635e-01  55350
4.76885619e+00  2.39394657e-01  53023
4.78138516e+00  2.40246831e-01  51099
4.79397628e+00  2.38018386e-01  49555
4.80660710e+00  2.39442985e-01  47659
4.81914615e+00  2.43248673e-01  45291
4.83166160e+00  2.41440070e-01  43999
4.84428771e+00  2.41187539e-01  42483
4.85686012e+00  2.44266687e-01  40327
4.86935554e+00  2.43576191e-01  38827
4.88194043e+00  2.44752096e-01  37683
4.89459796e+00  2.45199741e-01  36055
4.90713824e+00  2.48536304e-01  34098
4.91960008e+00  2.48758764e-01  32779
4.93221847e+00  2.51859989e-01  31992
4.94482861e+00  2.51180887e-01  29959
4.95732710e+00  2.53200645e-01  28828
4.96986863e+00  2.55967776e-01  27615
4.98248566e+00  2.57121249e-01  26488
4.99511075e+00  2.58711066e-01  25203
5.00760758e+00  2.63514768e-01  23656
5.02010091e+00  2.63196866e-01  22887
5.03277631e+00  2.64333561e-01  21952
5.04539390e+00  2.65708528e-01  20500
5.05782424e+00  2.71837475e-01  19323
5.07038990e+00  2.72209266e-01  18814
5.08310603e+00  2.74694751e-01  17688
5.09566720e+00  2.77573688e-01  16504
5.10805545e+00  2.85678985e-01  15444
5.12067144e+00  2.79518875e-01  15151
5.13344763e+00  2.84629048e-01  14032
5.14589503e+00  2.92816086e-01  12792
5.15822505e+00  2.96862367e-01  12256
5.17095099e+00  2.99964928e-01  11844
5.18370039e+00  3.01009643e-01  10780
5.19611864e+00  3.04050170e-01  9868
5.20859432e+00  3.11776962e-01  9486
5.22134900e+00  3.05737079e-01  8824
5.23386567e+00  3.16204303e-01  7896
5.24601709e+00  3.22004266e-01  7228
5.25879506e+00  3.26738971e-01  7332
5.27182115e+00  3.34418050e-01  6292
5.28405957e+00  3.31383724e-01  5524
5.29607902e+00  3.37778089e-01  5172
5.30908192e+00  3.43256166e-01  5188
5.32236057e+00  3.47973415e-01  4386
5.33439029e+00  3.57355745e-01  3520
5.34618180e+00  3.60951781e-01  3516
5.35946353e+00  3.62296568e-01  3388
5.37293386e+00  3.68927997e-01  2800
5.38439671e+00  3.76844624e-01  1932
5.39592935e+00  3.93764177e-01  2236
5.40978388e+00  3.95814681e-01  2013
5.42364053e+00  3.94236914e-01  1576
5.43419581e+00  4.48444492e-01  846
5.44557289e+00  4.32339233e-01  1228
5.45989569e+00  4.66860207e-01  964
5.47413058e+00  4.43114809e-01  717
5.48497641e+00  4.94399765e-01  304
5.49574664e+00  4.80189736e-01  444
5.51008628e+00  4.37990489e-01  292
5.52439869e+00  4.11347104e-01  172
5.53578558e+00  6.62034071e-01  51
5.54566396e+00  5.31735201e-01  52
5.55931162e+00  7.51854806e-01  12
5.57199165e+00  2.67235137e-01  1
