# z=2.0049 a=0.332786 mass=0.9281823632
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
3.09756793e+00  7.14811837e+00  381117
3.11014614e+00  7.13695100e+00  386449
3.12271465e+00  7.16559585e+00  386397
3.13525824e+00  7.17827086e+00  391315
3.14782739e+00  7.18960318e+00  394305
3.16040709e+00  7.19418518e+00  398077
3.17297079e+00  7.24349904e+00  399919
3.18552003e+00  7.27648735e+00  403113
3.19809287e+00  7.25813405e+00  408229
3.21068427e+00  7.28222134e+00  410313
3.22323954e+00  7.28028722e+00  410275
3.23579434e+00  7.24828888e+00  409302
3.24836542e+00  7.25014418e+00  407782
3.26092816e+00  7.20107432e+00  405898
3.27349649e+00  7.20665602e+00  404322
3.28606028e+00  7.16476142e+00  402628
3.29861616e+00  7.16535522e+00  399792
3.31118450e+00  7.13288290e+00  400264
3.32375655e+00  7.11403530e+00  396336
3.33633648e+00  7.10065996e+00  396964
3.34889912e+00  7.09759112e+00  391834
3.36144277e+00  7.05670626e+00  391704
3.37402431e+00  7.05722531e+00  390736
3.38661496e+00  7.02541945e+00  388266
3.39916129e+00  7.01252955e+00  383920
3.41172359e+00  7.00390650e+00  385612
3.42430345e+00  6.97781942e+00  380790
3.43687077e+00  6.96976812e+00  380950
3.44943689e+00  6.93633706e+00  376536
3.46198984e+00  6.93108850e+00  375850
3.47457272e+00  6.93282704e+00  374580
3.48713261e+00  6.88557326e+00  369724
3.49967202e+00  6.89039039e+00  369454
3.51224656e+00  6.86464884e+00  367290
3.52482123e+00  6.86645902e+00  364912
3.53738716e+00  6.84366649e+00  362736
3.54995350e+00  6.84198447e+00  359926
3.56252724e+00  6.83529406e+00  359118
3.57509150e+00  6.81565580e+00  354340
3.58765458e+00  6.80776968e+00  354730
3.60021544e+00  6.80333583e+00  349482
3.61278183e+00  6.81558953e+00  349990
3.62534903e+00  6.78524996e+00  345150
3.63790727e+00  6.78412232e+00  344170
3.65047701e+00  6.76997693e+00  341434
3.66304737e+00  6.77254886e+00  338850
3.67562082e+00  6.75638873e+00  336604
3.68819285e+00  6.73707008e+00  333960
3.70075384e+00  6.77208895e+00  330760
3.71332149e+00  6.73170639e+00  329190
3.72588720e+00  6.74999941e+00  325372
3.73844410e+00  6.72906490e+00  323614
3.75101563e+00  6.71808943e+00  320874
3.76358999e+00  6.75516802e+00  318076
3.77615563e+00  6.75173829e+00  315366
3.78870489e+00  6.75142014e+00  311662
3.80127594e+00  6.75635872e+00  311028
3.81385667e+00  6.74502936e+00  306496
3.82640443e+00  6.75151657e+00  303694
3.83896447e+00  6.74787231e+00  301908
3.85154021e+00  6.73874229e+00  298156
3.86412982e+00  6.74182849e+00  297204
3.87668142e+00  6.74897243e+00  290380
3.88921657e+00  6.77757727e+00  290634
3.90179372e+00  6.76678383e+00  286594
3.91437624e+00  6.77549897e+00  284398
3.92695018e+00  6.81622331e+00  280884
3.93951066e+00  6.79091234e+00  277246
3.95208275e+00  6.80967857e+00  275466
3.96466521e+00  6.82378322e+00  271528
3.97722344e+00  6.82856617e+00  268048
3.98977586e+00  6.85843045e+00  265458
