# z=5.0228 a=0.166035 mass=0.9396381271
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
1.77992824e-02  1.13375583e+03  13
3.01582443e-02  9.11181786e+02  33
4.28958037e-02  6.73619518e+02  79
5.56732155e-02  5.33051576e+02  117
6.87019957e-02  4.55781246e+02  205
8.09577352e-02  3.79295496e+02  235
9.35343337e-02  2.99590929e+02  369
1.06164502e-01  2.38576927e+02  433
1.18907249e-01  2.08626641e+02  585
1.31524496e-01  1.84990744e+02  679
1.43932658e-01  1.59680077e+02  813
1.56557218e-01  1.33463414e+02  985
1.69407979e-01  1.14015756e+02  1183
1.81937092e-01  1.04288964e+02  1269
1.94415796e-01  9.42066392e+01  1537
2.06952608e-01  8.35422942e+01  1653
2.19515289e-01  7.35846815e+01  1963
2.32108617e-01  6.75838029e+01  2121
2.44733933e-01  6.24278536e+01  2413
2.57363453e-01  5.63155737e+01  2635
2.69900160e-01  5.09806704e+01  2877
2.82389912e-01  4.67969752e+01  3169
2.95026715e-01  4.32114986e+01  3507
3.07573015e-01  4.05505014e+01  3685
3.20131509e-01  3.67042270e+01  4165
3.32798234e-01  3.48181766e+01  4377
3.45439129e-01  3.17576608e+01  4855
3.57953043e-01  2.94768145e+01  4929
3.70470738e-01  2.81330034e+01  5581
3.82961357e-01  2.68233753e+01  5679
3.95577974e-01  2.44069566e+01  6385
4.08187547e-01  2.30959958e+01  6553
4.20787861e-01  2.18870063e+01  7125
4.33381942e-01  2.06198914e+01  7447
4.45940056e-01  1.95030300e+01  7929
4.58524005e-01  1.86977054e+01  8353
4.71028302e-01  1.74007136e+01  8775
4.83582117e-01  1.67108199e+01  9313
4.96171308e-01  1.58308462e+01  9841
5.08698451e-01  1.49400147e+01  10191
5.21266850e-01  1.42142792e+01  10897
5.33851474e-01  1.35802836e+01  11301
5.46484669e-01  1.28497370e+01  12025
5.59105936e-01  1.24533647e+01  12423
5.71673258e-01  1.18585684e+01  13021
5.84175254e-01  1.13394883e+01  13405
5.96689969e-01  1.09394120e+01  14247
6.09276528e-01  1.02924193e+01  14713
6.21855825e-01  1.00481243e+01  15489
6.34433634e-01  9.53479034e+00  15913
6.47037514e-01  9.23151743e+00  16879
6.59633644e-01  8.78108750e+00  17193
6.72235286e-01  8.68737973e+00  18157
6.84740075e-01  8.22595146e+00  18339
6.97295639e-01  8.03621682e+00  19573
7.09882323e-01  7.74673603e+00  19941
7.22383387e-01  7.31665799e+00  20629
7.34953418e-01  7.06669833e+00  21655
7.47529559e-01  6.85764133e+00  22113
7.60130806e-01  6.77135073e+00  23185
7.72707972e-01  6.47409562e+00  23667
7.85228036e-01  6.24575082e+00  24385
7.97852900e-01  6.03960505e+00  25749
