# z=0.4992 a=0.667006 mass=0.9230806993
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
3.76358999e+00  3.65375008e+06  318076
3.77615563e+00  3.77835480e+06  315366
3.78870489e+00  3.90687919e+06  311662
3.80127594e+00  4.04316759e+06  311028
3.81385667e+00  4.17117731e+06  306496
3.82640443e+00  4.32050183e+06  303694
3.83896447e+00  4.45705012e+06  301908
3.85154021e+00  4.60275183e+06  298156
3.86412982e+00  4.75251721e+06  297204
3.87668142e+00  4.89888262e+06  290380
3.88921657e+00  5.06259269e+06  290634
3.90179372e+00  5.21147189e+06  286594
3.91437624e+00  5.37465985e+06  284398
3.92695018e+00  5.54456687e+06  280884
3.93951066e+00  5.70121566e+06  277246
3.95208275e+00  5.87713943e+06  275466
3.96466521e+00  6.04322949e+06  271528
3.97722344e+00  6.22770186e+06  268048
3.98977586e+00  6.39240803e+06  265458
4.00234608e+00  6.57445897e+06  261892
4.01490524e+00  6.76559484e+06  259134
4.02745444e+00  6.93568888e+06  254926
4.04002216e+00  7.13652096e+06  253314
4.05260811e+00  7.31486194e+06  249346
4.06517472e+00  7.51086747e+06  245680
4.07772201e+00  7.70722342e+06  242442
4.09028980e+00  7.88285301e+06  239386
4.10287367e+00  8.10553698e+06  236544
4.11544764e+00  8.28922186e+06  232294
4.12800893e+00  8.49609466e+06  229044
4.14058557e+00  8.69881381e+06  226300
4.15316944e+00  8.89093510e+06  221938
4.16570849e+00  9.11801006e+06  218262
4.17824518e+00  9.29204734e+06  214594
4.19083460e+00  9.52247863e+06  212892
4.20340609e+00  9.72742134e+06  207190
4.21594547e+00  9.92974747e+06  204354
4.22851159e+00  1.01430852e+07  201232
4.24107578e+00  1.03243479e+07  196600
4.25364150e+00  1.05838200e+07  194238
4.26621340e+00  1.07551337e+07  189526
4.27880024e+00  1.09731475e+07  186828
4.29137880e+00  1.11874103e+07  182296
4.30391579e+00  1.13665773e+07  177748
4.31648067e+00  1.16040931e+07  175806
4.32906096e+00  1.17679446e+07  170470
4.34163434e+00  1.20042159e+07  167646
4.35419826e+00  1.21915625e+07  163120
4.36675348e+00  1.23415853e+07  158982
4.37930905e+00  1.25922093e+07  155878
4.39187628e+00  1.26876331e+07  151030
4.40443446e+00  1.29710611e+07  147948
4.41699700e+00  1.30389599e+07  143248
4.42958745e+00  1.32629507e+07  140124
4.44215164e+00  1.33862556e+07  135202
4.45467624e+00  1.34997654e+07  130662
4.46725585e+00  1.36725640e+07  128578
4.47985758e+00  1.37184074e+07  122566
4.49240168e+00  1.38995418e+07  119304
4.50496214e+00  1.38945794e+07  114700
4.51751987e+00  1.39544654e+07  110592
4.53007553e+00  1.40060446e+07  106510
4.54260782e+00  1.39887852e+07  101716
4.55517946e+00  1.39612376e+07  98715
4.56779661e+00  1.39682727e+07  94615
4.58034002e+00  1.40120228e+07  90513
4.59290715e+00  1.40916434e+07  88351
4.60550746e+00  1.40921798e+07  84555
4.61806652e+00  1.41672378e+07  81709
4.63061348e+00  1.42529341e+07  78724
4.64316981e+00  1.42947654e+07  76233
4.65575170e+00  1.43680520e+07  73561
4.66831088e+00  1.44326050e+07  70830
4.68083874e+00  1.45280999e+07  68230
4.69341420e+00  1.45827459e+07  66498
4.70600658e+00  1.46426994e+07  63586
4.71857979e+00  1.47610806e+07  61774
4.73110775e+00  1.48480632e+07  58794
4.74365157e+00  1.48869085e+07  57547
4.75628181e+00  1.49871239e+07  55350
4.76885619e+00  1.50947095e+07  53023
4.78138516e+00  1.51657527e+07  51099
4.79397628e+00  1.52454833e+07  49555
4.80660710e+00  1.53389059e+07  47659
4.81914615e+00  1.54399875e+07  45291
4.83166160e+00  1.55171187e+07  43999
4.84428771e+00  1.55936702e+07  42483
4.85686012e+00  1.57069754e+07  40327
4.86935554e+00  1.58242882e+07  38827
4.88194043e+00  1.58742627e+07  37683
4.89459796e+00  1.59716762e+07  36055
4.90713824e+00  1.61050353e+07  34098
4.91960008e+00  1.62242651e+07  32779
4.93221847e+00  1.62938953e+07  31992
4.94482861e+00  1.63763996e+07  29959
4.95732710e+00  1.65559536e+07  28828
4.96986863e+00  1.66586543e+07  27615
4.98248566e+00  1.67216083e+07  26488
4.99511075e+00  1.68681539e+07  25203
5.00760758e+00  1.70300646e+07  23656
5.02010091e+00  1.71131673e+07  22887
5.03277631e+00  1.72532657e+07  21952
5.04539390e+00  1.73747256e+07  20500
5.05782424e+00  1.75946321e+07  19323
5.07038990e+00  1.76276543e+07  18814
5.08310603e+00  1.78314861e+07  17688
5.09566720e+00  1.79971675e+07  16504
5.10805545e+00  1.81728656e+07  15444
5.12067144e+00  1.82832182e+07  15151
5.13344763e+00  1.84688264e+07  14032
5.14589503e+00  1.86934708e+07  12792
5.15822505e+00  1.88589179e+07  12256
5.17095099e+00  1.90323894e+07  11844
5.18370039e+00  1.92689228e+07  10780
5.19611864e+00  1.95040182e+07  9868
5.20859432e+00  1.96638260e+07  9486
5.22134900e+00  1.99025410e+07  8824
5.23386567e+00  2.01688091e+07  7896
5.24601709e+00  2.04793927e+07  7228
