# z=1.5015 a=0.399764 mass=0.9263394990
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
6.21855825e-01  1.13438604e+08  15489
6.34433634e-01  1.12984395e+08  15913
6.47037514e-01  1.12521694e+08  16879
6.59633644e-01  1.12051697e+08  17193
6.72235286e-01  1.11574122e+08  18157
6.84740075e-01  1.11092641e+08  18339
6.97295639e-01  1.10602015e+08  19573
7.09882323e-01  1.10103106e+08  19941
7.22383387e-01  1.09600150e+08  20629
7.34953418e-01  1.09088007e+08  21655
7.47529559e-01  1.08568105e+08  22113
7.60130806e-01  1.08040767e+08  23185
7.72707972e-01  1.07507243e+08  23667
7.85228036e-01  1.06969757e+08  24385
7.97852900e-01  1.06421104e+08  25749
8.10414649e-01  1.05868782e+08  25675
8.22983296e-01  1.05309886e+08  27409
8.35562854e-01  1.04743899e+08  27405
8.48080130e-01  1.04174954e+08  28717
8.60685138e-01  1.03595782e+08  29595
8.73271712e-01  1.03011287e+08  30301
8.85799237e-01  1.02423976e+08  31101
8.98326884e-01  1.01831240e+08  32023
9.10882829e-01  1.01230778e+08  32977
9.23526894e-01  1.00620787e+08  34449
9.36128848e-01  1.00007435e+08  34549
9.48697049e-01  9.93906472e+07  36111
9.61271227e-01  9.87676983e+07  36541
9.73803852e-01  9.81421473e+07  37717
9.86339420e-01  9.75118379e+07  38619
9.98901349e-01  9.68745628e+07  39661
1.01143181e+00  9.62343835e+07  40545
1.02398480e+00  9.55882317e+07  41815
1.03662522e+00  9.49335390e+07  43125
1.04921793e+00  9.42763398e+07  43681
1.06175146e+00  9.36182385e+07  44629
1.07431471e+00  9.29540009e+07  46227
1.08691591e+00  9.22836872e+07  46909
1.09948613e+00  9.16114760e+07  48237
1.11198749e+00  9.09381260e+07  48583
1.12457094e+00  9.02577207e+07  50997
1.13720231e+00  8.95707506e+07  51397
1.14976092e+00  8.88836912e+07  52489
1.16231004e+00  8.81936546e+07  53787
1.17487890e+00  8.74999760e+07  54913
1.18743524e+00  8.68036330e+07  55977
1.19999439e+00  8.61035374e+07  57415
1.21253582e+00  8.54020709e+07  58105
1.22509392e+00  8.46970312e+07  60033
1.23769555e+00  8.39858837e+07  60949
1.25026211e+00  8.32745033e+07  62235
1.26280549e+00  8.25625089e+07  63229
1.27540071e+00  8.18450699e+07  65133
1.28797156e+00  8.11263646e+07  65707
1.30053708e+00  8.04055793e+07  67561
1.31311722e+00  7.96831814e+07  68505
1.32567386e+00  7.89590079e+07  69943
1.33823709e+00  7.82333990e+07  71097
1.35081404e+00  7.75048976e+07  73021
1.36336710e+00  7.67765371e+07  73317
1.37591851e+00  7.60477161e+07  75799
1.38846886e+00  7.53160357e+07  76021
1.40103508e+00  7.45827680e+07  78753
1.41362499e+00  7.38480908e+07  79291
1.42620380e+00  7.31122478e+07  81129
1.43878365e+00  7.23758605e+07  82441
1.45136676e+00  7.16376003e+07  83949
1.46393054e+00  7.09023480e+07  85123
1.47650160e+00  7.01634896e+07  86929
1.48905317e+00  6.94269512e+07  87789
1.50157422e+00  6.86911123e+07  89623
1.51415169e+00  6.79536741e+07  91341
1.52672825e+00  6.72143045e+07  92845
1.53929259e+00  6.64760499e+07  94087
1.55187897e+00  6.57379906e+07  96333
1.56446583e+00  6.49984976e+07  97249
1.57706299e+00  6.42608075e+07  99501
1.58957931e+00  6.35272820e+07  99283
1.60209822e+00  6.27949668e+07  102537
1.61467281e+00  6.20593878e+07  103477
1.62724590e+00  6.13254581e+07  105751
1.63983060e+00  6.05908632e+07  106869
1.65239053e+00  5.98613257e+07  108697
1.66497941e+00  5.91281051e+07  110577
1.67759186e+00  5.83974050e+07  112555
1.69012693e+00  5.76714429e+07  112593
1.70265657e+00  5.69484735e+07  115573
1.71523965e+00  5.62224555e+07  117283
1.72781170e+00  5.55000039e+07  118581
1.74036775e+00  5.47807503e+07  120625
1.75292822e+00  5.40625093e+07  121935
1.76550077e+00  5.33461848e+07  124441
1.77806655e+00  5.26311269e+07  125517
1.79061685e+00  5.19215465e+07  127357
1.80319130e+00  5.12118350e+07  129895
1.81576667e+00  5.05032269e+07  130701
1.82834882e+00  4.97997261e+07  133921
1.84092616e+00  4.90969551e+07  134187
1.85348688e+00  4.83992238e+07  137125
1.86606484e+00  4.77024199e+07  138457
1.87865316e+00  4.70084930e+07  140937
1.89119496e+00  4.63209123e+07  141367
1.90373200e+00  4.56361406e+07  144381
1.91628265e+00  4.49539326e+07  145549
1.92887019e+00  4.42731640e+07  149139
1.94147113e+00  4.35951176e+07  149641
1.95401615e+00  4.29233484e+07  151825
1.96656467e+00  4.22562252e+07  153453
1.97911394e+00  4.15910266e+07  155887
1.99169126e+00  4.09296750e+07  158121
2.00427242e+00  4.02713696e+07  159841
2.01680965e+00  3.96199138e+07  161175
2.02938830e+00  3.89686167e+07  164677
2.04198511e+00  3.83229524e+07  166057
2.05454796e+00  3.76808081e+07  167703
2.06711836e+00  3.70451215e+07  170269
2.07969511e+00  3.64119421e+07  172257
2.09225395e+00  3.57838474e+07  173653
2.10480687e+00  3.51616432e+07  176619
2.11736141e+00  3.45439637e+07  177565
2.12992867e+00  3.39295803e+07  181285
2.14251355e+00  3.33176952e+07  182547
2.15508810e+00  3.27147416e+07  184993
2.16764964e+00  3.21151196e+07  186777
2.18021605e+00  3.15192387e+07  189073
2.19277933e+00  3.09295639e+07  191491
2.20536226e+00  3.03446148e+07  193845
2.21792610e+00  2.97656388e+07  195181
2.23045086e+00  2.91925244e+07  197319
2.24300426e+00  2.86237340e+07  200233
2.25558515e+00  2.80595874e+07  203037
2.26817911e+00  2.74989398e+07  204871
2.28072810e+00  2.69478753e+07  206221
2.29327836e+00  2.63992717e+07  209529
2.30588483e+00  2.58560883e+07  212545
2.31845781e+00  2.53189793e+07  213207
2.33101744e+00  2.47880471e+07  216577
2.34358615e+00  2.42618508e+07  218193
2.35617487e+00  2.37415402e+07  222151
2.36873531e+00  2.32277929e+07  221641
2.38126928e+00  2.27203495e+07  226173
2.39382442e+00  2.22185677e+07  226981
2.40640315e+00  2.17212608e+07  231903
2.41897369e+00  2.12292093e+07  231493
2.43152780e+00  2.07448044e+07  236041
2.44409951e+00  2.02659798e+07  237231
2.45668123e+00  1.97917415e+07  240925
2.46926597e+00  1.93242944e+07  242769
2.48180449e+00  1.88626603e+07  243757
2.49434968e+00  1.84106299e+07  247983
2.50693092e+00  1.79582048e+07  250273
2.51949990e+00  1.75165620e+07  252373
2.53206429e+00  1.70799066e+07  255447
2.54463258e+00  1.66489293e+07  257089
2.55720831e+00  1.62236423e+07  261237
2.56977318e+00  1.58031376e+07  261667
2.58235084e+00  1.53925881e+07  266889
2.59493145e+00  1.49850626e+07  267049
2.60748365e+00  1.45860066e+07  270577
2.62003465e+00  1.41915359e+07  272643
2.63260290e+00  1.38050833e+07  276205
2.64517352e+00  1.34233733e+07  278169
2.65773098e+00  1.30473194e+07  280819
2.67028961e+00  1.26782435e+07  283629
2.68288103e+00  1.23164893e+07  287737
2.69546174e+00  1.19588983e+07  288229
2.70800318e+00  1.16086441e+07  291519
2.72056522e+00  1.12650791e+07  294697
2.73313137e+00  1.09277945e+07  296817
2.74570300e+00  1.05963520e+07  300739
2.75827075e+00  1.02686256e+07  301921
2.77081913e+00  9.95262361e+06  305457
2.78339728e+00  9.63897773e+06  308839
2.79596890e+00  9.33109196e+06  310641
2.80853577e+00  9.03115921e+06  314485
2.82110956e+00  8.73722095e+06  316113
2.83367567e+00  8.44896944e+06  320275
2.84623635e+00  8.16694170e+06  321109
2.85879560e+00  7.89275292e+06  326121
2.87137384e+00  7.62158659e+06  327727
2.88395424e+00  7.35967708e+06  331821
2.89650734e+00  7.10076944e+06  332497
2.90906470e+00  6.85100766e+06  337353
2.92163864e+00  6.60681023e+06  339559
2.93422073e+00  6.36759943e+06  343309
2.94678582e+00  6.13510353e+06  344757
2.95933993e+00  5.90739532e+06  348703
2.97191229e+00  5.68909730e+06  351261
2.98446722e+00  5.47392464e+06  354061
2.99700494e+00  5.26680579e+06  356115
3.00957150e+00  5.06631977e+06  361669
3.02215198e+00  4.86952697e+06  362893
3.03472327e+00  4.67785066e+06  367101
3.04729714e+00  4.49538429e+06  369439
3.05987607e+00  4.31666356e+06  373257
3.07246035e+00  4.14651197e+06  375949
3.08502144e+00  3.97965089e+06  378043
3.09756793e+00  3.82108736e+06  381117
3.11014614e+00  3.66732236e+06  386449
3.12271465e+00  3.51993074e+06  386397
3.13525824e+00  3.38010457e+06  391315
3.14782739e+00  3.24326614e+06  394305
3.16040709e+00  3.11672789e+06  398077
3.17297079e+00  2.99158967e+06  399919
3.18552003e+00  2.87586411e+06  403113
3.19809287e+00  2.76558917e+06  408229
3.21068427e+00  2.65882470e+06  410313
3.22323954e+00  2.56940216e+06  410275
3.23579434e+00  2.48606292e+06  409302
3.24836542e+00  2.41036381e+06  407782
3.26092816e+00  2.33744408e+06  405898
3.27349649e+00  2.26992002e+06  404322
3.28606028e+00  2.20834377e+06  402628
3.29861616e+00  2.15022762e+06  399792
3.31118450e+00  2.10008582e+06  400264
3.32375655e+00  2.05031507e+06  396336
3.33633648e+00  2.00772225e+06  396964
3.34889912e+00  1.96903844e+06  391834
3.36144277e+00  1.93495926e+06  391704
3.37402431e+00  1.90728234e+06  390736
3.38661496e+00  1.88216589e+06  388266
3.39916129e+00  1.86402142e+06  383920
3.41172359e+00  1.84794129e+06  385612
3.42430345e+00  1.83554449e+06  380790
3.43687077e+00  1.83180263e+06  380950
3.44943689e+00  1.83061306e+06  376536
3.46198984e+00  1.83293562e+06  375850
3.47457272e+00  1.83975652e+06  374580
3.48713261e+00  1.85140123e+06  369724
3.49967202e+00  1.86833058e+06  369454
3.51224656e+00  1.88815527e+06  367290
3.52482123e+00  1.91322931e+06  364912
3.53738716e+00  1.94082433e+06  362736
3.54995350e+00  1.97597702e+06  359926
3.56252724e+00  2.01408786e+06  359118
3.57509150e+00  2.05272588e+06  354340
3.58765458e+00  2.10090737e+06  354730
3.60021544e+00  2.14926180e+06  349482
3.61278183e+00  2.20494257e+06  349990
3.62534903e+00  2.26217293e+06  345150
3.63790727e+00  2.32325916e+06  344170
3.65047701e+00  2.39063771e+06  341434
3.66304737e+00  2.45776372e+06  338850
3.67562082e+00  2.53590248e+06  336604
3.68819285e+00  2.61119537e+06  333960
3.70075384e+00  2.69363663e+06  330760
3.71332149e+00  2.77970483e+06  329190
3.72588720e+00  2.86623945e+06  325372
3.73844410e+00  2.96425630e+06  323614
3.75101563e+00  3.05623760e+06  320874
3.76358999e+00  3.15933272e+06  318076
3.77615563e+00  3.26210674e+06  315366
3.78870489e+00  3.37036629e+06  311662
3.80127594e+00  3.48435355e+06  311028
3.81385667e+00  3.59438614e+06  306496
3.82640443e+00  3.71961994e+06  303694
3.83896447e+00  3.83782311e+06  301908
3.85154021e+00  3.96463501e+06  298156
3.86412982e+00  4.09358125e+06  297204
3.87668142e+00  4.22427139e+06  290380
3.88921657e+00  4.36531943e+06  290634
3.90179372e+00  4.49948936e+06  286594
3.91437624e+00  4.64444606e+06  284398
3.92695018e+00  4.79436210e+06  280884
3.93951066e+00  4.93848397e+06  277246
3.95208275e+00  5.09556943e+06  275466
3.96466521e+00  5.24801253e+06  271528
3.97722344e+00  5.41355169e+06  268048
3.98977586e+00  5.56884293e+06  265458
4.00234608e+00  5.73553765e+06  261892
4.01490524e+00  5.91030920e+06  259134
4.02745444e+00  6.07374016e+06  254926
4.04002216e+00  6.25689376e+06  253314
4.05260811e+00  6.42861235e+06  249346
4.06517472e+00  6.61241249e+06  245680
4.07772201e+00  6.79809036e+06  242442
4.09028980e+00  6.97279732e+06  239386
4.10287367e+00  7.17880777e+06  236544
4.11544764e+00  7.36102515e+06  232294
4.12800893e+00  7.56021213e+06  229044
4.14058557e+00  7.75827483e+06  226300
4.15316944e+00  7.95192964e+06  221938
4.16570849e+00  8.16840444e+06  218262
4.17824518e+00  8.35380960e+06  214594
4.19083460e+00  8.57634452e+06  212892
4.20340609e+00  8.78415822e+06  207190
4.21594547e+00  8.99271769e+06  204354
4.22851159e+00  9.20951465e+06  201232
4.24107578e+00  9.40932010e+06  196600
4.25364150e+00  9.65800037e+06  194238
4.26621340e+00  9.85527016e+06  189526
4.27880024e+00  1.00829857e+07  186828
4.29137880e+00  1.03101429e+07  182296
4.30391579e+00  1.05182233e+07  177748
4.31648067e+00  1.07632153e+07  175806
4.32906096e+00  1.09662291e+07  170470
4.34163434e+00  1.12152840e+07  167646
4.35419826e+00  1.14362517e+07  163120
4.36675348e+00  1.16377705e+07  158982
4.37930905e+00  1.19010421e+07  155878
4.39187628e+00  1.20742086e+07  151030
4.40443446e+00  1.23616561e+07  147948
4.41699700e+00  1.25232918e+07  143248
4.42958745e+00  1.27804188e+07  140124
4.44215164e+00  1.29798937e+07  135202
4.45467624e+00  1.31758988e+07  130662
4.46725585e+00  1.34093881e+07  128578
4.47985758e+00  1.35715138e+07  122566
4.49240168e+00  1.38155434e+07  119304
4.50496214e+00  1.39521069e+07  114700
4.51751987e+00  1.41302108e+07  110592
4.53007553e+00  1.43065508e+07  106510
4.54260782e+00  1.44447198e+07  101716
4.55517946e+00  1.45803653e+07  98715
4.56779661e+00  1.47401406e+07  94615
4.58034002e+00  1.49240368e+07  90513
4.59290715e+00  1.51332718e+07  88351
4.60550746e+00  1.52982101e+07  84555
4.61806652e+00  1.55110668e+07  81709
4.63061348e+00  1.57340704e+07  78724
4.64316981e+00  1.59339406e+07  76233
4.65575170e+00  1.61568919e+07  73561
4.66831088e+00  1.63784573e+07  70830
4.68083874e+00  1.66226417e+07  68230
4.69341420e+00  1.68457807e+07  66498
4.70600658e+00  1.70772162e+07  63586
4.71857979e+00  1.73487806e+07  61774
4.73110775e+00  1.76045165e+07  58794
4.74365157e+00  1.78352170e+07  57547
4.75628181e+00  1.81104305e+07  55350
4.76885619e+00  1.83940907e+07  53023
4.78138516e+00  1.86590602e+07  51099
4.79397628e+00  1.89359579e+07  49555
4.80660710e+00  1.92273214e+07  47659
4.81914615e+00  1.95272940e+07  45291
4.83166160e+00  1.98174948e+07  43999
4.84428771e+00  2.01153147e+07  42483
4.85686012e+00  2.04409267e+07  40327
4.86935554e+00  2.07738460e+07  38827
4.88194043e+00  2.10726036e+07  37683
4.89459796e+00  2.14091637e+07  36055
4.90713824e+00  2.17725195e+07  34098
4.91960008e+00  2.21322147e+07  32779
4.93221847e+00  2.24712935e+07  31992
4.94482861e+00  2.28255657e+07  29959
4.95732710e+00  2.32460245e+07  28828
4.96986863e+00  2.36267230e+07  27615
4.98248566e+00  2.39921989e+07  26488
4.99511075e+00  2.44193045e+07  25203
5.00760758e+00  2.48609775e+07  23656
5.02010091e+00  2.52613412e+07  22887
5.03277631e+00  2.57118507e+07  21952
5.04539390e+00  2.61584507e+07  20500
5.05782424e+00  2.66717828e+07  19323
5.07038990e+00  2.70796913e+07  18814
5.08310603e+00  2.76115629e+07  17688
5.09566720e+00  2.81247942e+07  16504
5.10805545e+00  2.86493739e+07  15444
5.12067144e+00  2.91505833e+07  15151
5.13344763e+00  2.97174240e+07  14032
5.14589503e+00  3.03095879e+07  12792
5.15822505e+00  3.08712463e+07  12256
5.17095099e+00  3.14651038e+07  11844
5.18370039e+00  3.21139303e+07  10780
5.19611864e+00  3.27622739e+07  9868
5.20859432e+00  3.33774795e+07  9486
5.22134900e+00  3.40695732e+07  8824
5.23386567e+00  3.47841824e+07  7896
5.24601709e+00  3.55261986e+07  7228
5.25879506e+00  3.62125466e+07  7332
5.27182115e+00  3.70183600e+07  6292
5.28405957e+00  3.78340184e+07  5524
5.29607902e+00  3.86290635e+07  5172
5.30908192e+00  3.94521001e+07  5188
5.32236057e+00  4.03818065e+07  4386
5.33439029e+00  4.13101683e+07  3520
5.34618180e+00  4.21675467e+07  3516
5.35946353e+00  4.31451338e+07  3388
5.37293386e+00  4.42235077e+07  2800
5.38439671e+00  4.52327894e+07  1932
5.39592935e+00  4.61832658e+07  2236
5.40978388e+00  4.73787203e+07  2013
5.42364053e+00  4.86329151e+07  1576
5.43419581e+00  4.96946089e+07  846
5.44557289e+00  5.07590930e+07  1228
5.45989569e+00  5.22057912e+07  964
5.47413058e+00  5.36969442e+07  717
5.48497641e+00  5.48916225e+07  304
5.49574664e+00  5.60903573e+07  444
5.51008628e+00  5.77570837e+07  292
5.52439869e+00  5.94896262e+07  172
5.53578558e+00  6.09171208e+07  51
5.54566396e+00  6.21980907e+07  52
5.55931162e+00  6.40249054e+07  12
5.57199165e+00  6.57841469e+07  1
