# z=2.9867 a=0.250835 mass=0.9321546467
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
1.77992824e-02  1.24990472e+08  13
3.01582443e-02  1.24973277e+08  33
4.28958037e-02  1.24946100e+08  79
5.56732155e-02  1.24909544e+08  117
6.87019957e-02  1.24862289e+08  205
8.09577352e-02  1.24809127e+08  235
9.35343337e-02  1.24745246e+08  369
1.06164502e-01  1.24672054e+08  433
1.18907249e-01  1.24588706e+08  585
1.31524496e-01  1.24497070e+08  679
1.43932658e-01  1.24397975e+08  813
1.56557218e-01  1.24288021e+08  985
1.69407979e-01  1.24166673e+08  1183
1.81937092e-01  1.24039347e+08  1269
1.94415796e-01  1.23903532e+08  1537
2.06952608e-01  1.23758210e+08  1653
2.19515289e-01  1.23603533e+08  1963
2.32108617e-01  1.23439575e+08  2121
2.44733933e-01  1.23266164e+08  2413
2.57363453e-01  1.23083733e+08  2635
2.69900160e-01  1.22893765e+08  2877
2.82389912e-01  1.22695783e+08  3169
2.95026715e-01  1.22486610e+08  3507
3.07573015e-01  1.22270201e+08  3685
3.20131509e-01  1.22044793e+08  4165
3.32798234e-01  1.21808711e+08  4377
3.45439129e-01  1.21564329e+08  4855
3.57953043e-01  1.21313853e+08  4929
3.70470738e-01  1.21054747e+08  5581
3.82961357e-01  1.20787818e+08  5679
3.95577974e-01  1.20509653e+08  6385
4.08187547e-01  1.20223170e+08  6553
4.20787861e-01  1.19928445e+08  7125
4.33381942e-01  1.19625537e+08  7447
4.45940056e-01  1.19315173e+08  7929
4.58524005e-01  1.18995950e+08  8353
4.71028302e-01  1.18670586e+08  8775
4.83582117e-01  1.18335858e+08  9313
4.96171308e-01  1.17992128e+08  9841
5.08698451e-01  1.17642069e+08  10191
5.21266850e-01  1.17282965e+08  10897
5.33851474e-01  1.16915478e+08  11301
5.46484669e-01  1.16538595e+08  12025
5.59105936e-01  1.16154323e+08  12423
5.71673258e-01  1.15763973e+08  13021
5.84175254e-01  1.15368019e+08  13405
5.96689969e-01  1.14964181e+08  14247
6.09276528e-01  1.14550548e+08  14713
6.21855825e-01  1.14129694e+08  15489
6.34433634e-01  1.13701413e+08  15913
6.47037514e-01  1.13264995e+08  16879
6.59633644e-01  1.12821596e+08  17193
6.72235286e-01  1.12370906e+08  18157
6.84740075e-01  1.11916478e+08  18339
6.97295639e-01  1.11453280e+08  19573
7.09882323e-01  1.10982115e+08  19941
7.22383387e-01  1.10507084e+08  20629
7.34953418e-01  1.10023117e+08  21655
7.47529559e-01  1.09531813e+08  22113
7.60130806e-01  1.09033238e+08  23185
7.72707972e-01  1.08528770e+08  23667
7.85228036e-01  1.08020359e+08  24385
7.97852900e-01  1.07501247e+08  25749
8.10414649e-01  1.06978505e+08  25675
8.22983296e-01  1.06449353e+08  27409
8.35562854e-01  1.05913403e+08  27405
8.48080130e-01  1.05374399e+08  28717
8.60685138e-01  1.04825570e+08  29595
8.73271712e-01  1.04271560e+08  30301
8.85799237e-01  1.03714638e+08  31101
8.98326884e-01  1.03152320e+08  32023
9.10882829e-01  1.02582646e+08  32977
9.23526894e-01  1.02003668e+08  34449
9.36128848e-01  1.01421283e+08  34549
9.48697049e-01  1.00835367e+08  36111
9.61271227e-01  1.00243529e+08  36541
9.73803852e-01  9.96489048e+07  37717
9.86339420e-01  9.90494561e+07  38619
9.98901349e-01  9.84433216e+07  39661
1.01143181e+00  9.78341343e+07  40545
1.02398480e+00  9.72190614e+07  41815
1.03662522e+00  9.65954893e+07  43125
1.04921793e+00  9.59693926e+07  43681
1.06175146e+00  9.53421084e+07  44629
1.07431471e+00  9.47087952e+07  46227
1.08691591e+00  9.40694121e+07  46909
1.09948613e+00  9.34278462e+07  48237
1.11198749e+00  9.27851377e+07  48583
1.12457094e+00  9.21351598e+07  50997
1.13720231e+00  9.14786906e+07  51397
1.14976092e+00  9.08219567e+07  52489
1.16231004e+00  9.01620997e+07  53787
1.17487890e+00  8.94982905e+07  54913
1.18743524e+00  8.88316660e+07  55977
1.19999439e+00  8.81612536e+07  57415
1.21253582e+00  8.74890819e+07  58105
1.22509392e+00  8.68131182e+07  60033
1.23769555e+00  8.61311804e+07  60949
1.25026211e+00  8.54485965e+07  62235
1.26280549e+00  8.47649578e+07  63229
1.27540071e+00  8.40757768e+07  65133
1.28797156e+00  8.33851198e+07  65707
1.30053708e+00  8.26921621e+07  67561
1.31311722e+00  8.19970141e+07  68505
1.32567386e+00  8.13000680e+07  69943
1.33823709e+00  8.06012060e+07  71097
1.35081404e+00  7.98992773e+07  73021
1.36336710e+00  7.91970346e+07  73317
1.37591851e+00  7.84937637e+07  75799
1.38846886e+00  7.77877090e+07  76021
1.40103508e+00  7.70796032e+07  78753
1.41362499e+00  7.63694862e+07  79291
1.42620380e+00  7.56580278e+07  81129
1.43878365e+00  7.49455482e+07  82441
1.45136676e+00  7.42310458e+07  83949
1.46393054e+00  7.35184646e+07  85123
1.47650160e+00  7.28025673e+07  86929
1.48905317e+00  7.20881335e+07  87789
1.50157422e+00  7.13741218e+07  89623
1.51415169e+00  7.06576817e+07  91341
1.52672825e+00  6.99393623e+07  92845
1.53929259e+00  6.92215859e+07  94087
1.55187897e+00  6.85032424e+07  96333
1.56446583e+00  6.77834190e+07  97249
1.57706299e+00  6.70644238e+07  99501
1.58957931e+00  6.63492504e+07  99283
1.60209822e+00  6.56346108e+07  102537
1.61467281e+00  6.49164758e+07  103477
1.62724590e+00  6.41992801e+07  105751
1.63983060e+00  6.34811527e+07  106869
1.65239053e+00  6.27668789e+07  108697
1.66497941e+00  6.20492240e+07  110577
1.67759186e+00  6.13329182e+07  112555
1.69012693e+00  6.06209828e+07  112593
1.70265657e+00  5.99111995e+07  115573
1.71523965e+00  5.91982444e+07  117283
1.72781170e+00  5.84879760e+07  118581
1.74036775e+00  5.77801829e+07  120625
1.75292822e+00  5.70729909e+07  121935
1.76550077e+00  5.63670210e+07  124441
1.77806655e+00  5.56619877e+07  125517
1.79061685e+00  5.49612540e+07  127357
1.80319130e+00  5.42600764e+07  129895
1.81576667e+00  5.35596954e+07  130701
1.82834882e+00  5.28631106e+07  133921
1.84092616e+00  5.21671064e+07  134187
1.85348688e+00  5.14752366e+07  137125
1.86606484e+00  5.07838713e+07  138457
1.87865316e+00  5.00946269e+07  140937
1.89119496e+00  4.94109067e+07  141367
1.90373200e+00  4.87294593e+07  144381
1.91628265e+00  4.80499685e+07  145549
1.92887019e+00  4.73711827e+07  149139
1.94147113e+00  4.66944727e+07  149641
1.95401615e+00  4.60234384e+07  151825
1.96656467e+00  4.53560874e+07  153453
1.97911394e+00  4.46904323e+07  155887
1.99169126e+00  4.40275451e+07  158121
2.00427242e+00  4.33672276e+07  159841
2.01680965e+00  4.27129313e+07  161175
2.02938830e+00  4.20584558e+07  164677
2.04198511e+00  4.14084888e+07  166057
2.05454796e+00  4.07618025e+07  167703
2.06711836e+00  4.01203856e+07  170269
2.07969511e+00  3.94811314e+07  172257
2.09225395e+00  3.88463332e+07  173653
2.10480687e+00  3.82165630e+07  176619
2.11736141e+00  3.75905455e+07  177565
2.12992867e+00  3.69673910e+07  181285
2.14251355e+00  3.63462566e+07  182547
2.15508810e+00  3.57327050e+07  184993
2.16764964e+00  3.51221943e+07  186777
2.18021605e+00  3.45149449e+07  189073
2.19277933e+00  3.39131283e+07  191491
2.20536226e+00  3.33151383e+07  193845
2.21792610e+00  3.27225405e+07  195181
2.23045086e+00  3.21353929e+07  197319
2.24300426e+00  3.15517569e+07  200233
2.25558515e+00  3.09720368e+07  203037
2.26817911e+00  3.03952832e+07  204871
2.28072810e+00  2.98273180e+07  206221
2.29327836e+00  2.92615366e+07  209529
2.30588483e+00  2.87000977e+07  212545
2.31845781e+00  2.81443398e+07  213207
2.33101744e+00  2.75940828e+07  216577
2.34358615e+00  2.70481886e+07  218193
2.35617487e+00  2.65071065e+07  222151
2.36873531e+00  2.59723571e+07  221641
2.38126928e+00  2.54432911e+07  226173
2.39382442e+00  2.49192108e+07  226981
2.40640315e+00  2.43990676e+07  231903
2.41897369e+00  2.38836288e+07  231493
2.43152780e+00  2.33754100e+07  236041
2.44409951e+00  2.28718418e+07  237231
2.45668123e+00  2.23725964e+07  240925
2.46926597e+00  2.18795253e+07  242769
2.48180449e+00  2.13918561e+07  243757
2.49434968e+00  2.09131895e+07  247983
2.50693092e+00  2.04336907e+07  250273
2.51949990e+00  1.99644259e+07  252373
2.53206429e+00  1.94996585e+07  255447
2.54463258e+00  1.90400197e+07  257089
2.55720831e+00  1.85858529e+07  261237
2.56977318e+00  1.81358710e+07  261667
2.58235084e+00  1.76953449e+07  266889
2.59493145e+00  1.72575262e+07  267049
