# z=6.0172 a=0.142506 mass=0.9645418902
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
1.77992824e-02  1.24991479e+08  13
3.01582443e-02  1.24976098e+08  33
4.28958037e-02  1.24951807e+08  79
5.56732155e-02  1.24919125e+08  117
6.87019957e-02  1.24876882e+08  205
8.09577352e-02  1.24829355e+08  235
9.35343337e-02  1.24772240e+08  369
1.06164502e-01  1.24706794e+08  433
1.18907249e-01  1.24632269e+08  585
1.31524496e-01  1.24550329e+08  679
1.43932658e-01  1.24461713e+08  813
1.56557218e-01  1.24363375e+08  985
1.69407979e-01  1.24254842e+08  1183
1.81937092e-01  1.24140954e+08  1269
1.94415796e-01  1.24019461e+08  1537
2.06952608e-01  1.23889452e+08  1653
2.19515289e-01  1.23751059e+08  1963
2.32108617e-01  1.23604347e+08  2121
2.44733933e-01  1.23449161e+08  2413
2.57363453e-01  1.23285883e+08  2635
2.69900160e-01  1.23115838e+08  2877
2.82389912e-01  1.22938597e+08  3169
2.95026715e-01  1.22751312e+08  3507
3.07573015e-01  1.22557520e+08  3685
3.20131509e-01  1.22355641e+08  4165
3.32798234e-01  1.22144170e+08  4377
3.45439129e-01  1.21925227e+08  4855
3.57953043e-01  1.21700790e+08  4929
3.70470738e-01  1.21468577e+08  5581
3.82961357e-01  1.21229313e+08  5679
3.95577974e-01  1.20979930e+08  6385
4.08187547e-01  1.20723043e+08  6553
4.20787861e-01  1.20458712e+08  7125
4.33381942e-01  1.20186985e+08  7447
4.45940056e-01  1.19908513e+08  7929
4.58524005e-01  1.19622030e+08  8353
4.71028302e-01  1.19329972e+08  8775
4.83582117e-01  1.19029440e+08  9313
4.96171308e-01  1.18720750e+08  9841
5.08698451e-01  1.18406305e+08  10191
5.21266850e-01  1.18083652e+08  10897
5.33851474e-01  1.17753383e+08  11301
5.46484669e-01  1.17414585e+08  12025
5.59105936e-01  1.17069048e+08  12423
5.71673258e-01  1.16717948e+08  13021
5.84175254e-01  1.16361713e+08  13405
5.96689969e-01  1.15998277e+08  14247
6.09276528e-01  1.15625916e+08  14713
6.21855825e-01  1.15246942e+08  15489
6.34433634e-01  1.14861167e+08  15913
6.47037514e-01  1.14467932e+08  16879
6.59633644e-01  1.14068280e+08  17193
6.72235286e-01  1.13661918e+08  18157
6.84740075e-01  1.13252059e+08  18339
6.97295639e-01  1.12834143e+08  19573
7.09882323e-01  1.12408886e+08  19941
7.22383387e-01  1.11980003e+08  20629
7.34953418e-01  1.11542871e+08  21655
7.47529559e-01  1.11098969e+08  22113
7.60130806e-01  1.10648310e+08  23185
7.72707972e-01  1.10192167e+08  23667
7.85228036e-01  1.09732269e+08  24385
7.97852900e-01  1.09262507e+08  25749
8.10414649e-01  1.08789266e+08  25675
8.22983296e-01  1.08310021e+08  27409
8.35562854e-01  1.07824429e+08  27405
8.48080130e-01  1.07335845e+08  28717
8.60685138e-01  1.06838147e+08  29595
8.73271712e-01  1.06335532e+08  30301
8.85799237e-01  1.05830043e+08  31101
8.98326884e-01  1.05319410e+08  32023
9.10882829e-01  1.04801882e+08  32977
9.23526894e-01  1.04275644e+08  34449
9.36128848e-01  1.03746050e+08  34549
9.48697049e-01  1.03212977e+08  36111
9.61271227e-01  1.02674267e+08  36541
9.73803852e-01  1.02132737e+08  37717
9.86339420e-01  1.01586522e+08  38619
9.98901349e-01  1.01033950e+08  39661
1.01143181e+00  1.00478293e+08  40545
1.02398480e+00  9.99169718e+07  41815
1.03662522e+00  9.93475682e+07  43125
1.04921793e+00  9.87755542e+07  43681
1.06175146e+00  9.82021259e+07  44629
1.07431471e+00  9.76228644e+07  46227
1.08691591e+00  9.70377065e+07  46909
1.09948613e+00  9.64502034e+07  48237
1.11198749e+00  9.58613134e+07  48583
1.12457094e+00  9.52653885e+07  50997
1.13720231e+00  9.46631444e+07  51397
1.14976092e+00  9.40602861e+07  52489
1.16231004e+00  9.34541849e+07  53787
1.17487890e+00  9.28440408e+07  54913
1.18743524e+00  9.22309293e+07  55977
1.19999439e+00  9.16139188e+07  57415
1.21253582e+00  9.09948760e+07  58105
1.22509392e+00  9.03719175e+07  60033
1.23769555e+00  8.97430147e+07  60949
1.25026211e+00  8.91130941e+07  62235
1.26280549e+00  8.84817279e+07  63229
1.27540071e+00  8.78448023e+07  65133
1.28797156e+00  8.72060455e+07  65707
1.30053708e+00  8.65646748e+07  67561
1.31311722e+00  8.59208162e+07  68505
1.32567386e+00  8.52747752e+07  69943
1.33823709e+00  8.46264860e+07  71097
1.35081404e+00  8.39748193e+07  73021
1.36336710e+00  8.33223537e+07  73317
1.37591851e+00  8.26684267e+07  75799
1.38846886e+00  8.20113476e+07  76021
1.40103508e+00  8.13518349e+07  78753
1.41362499e+00  8.06898928e+07  79291
1.42620380e+00  8.00261301e+07  81129
1.43878365e+00  7.93608660e+07  82441
1.45136676e+00  7.86930750e+07  83949
1.46393054e+00  7.80265872e+07  85123
1.47650160e+00  7.73562976e+07  86929
1.48905317e+00  7.66868412e+07  87789
1.50157422e+00  7.60171238e+07  89623
1.51415169e+00  7.53445568e+07  91341
1.52672825e+00  7.46695521e+07  92845
1.53929259e+00  7.39943695e+07  94087
1.55187897e+00  7.33180981e+07  96333
1.56446583e+00  7.26396496e+07  97249
1.57706299e+00  7.19614305e+07  99501
1.58957931e+00  7.12860562e+07  99283
1.60209822e+00  7.06105203e+07  102537
1.61467281e+00  6.99309968e+07  103477
1.62724590e+00  6.92516094e+07  105751
1.63983060e+00  6.85705915e+07  106869
1.65239053e+00  6.78926446e+07  108697
1.66497941e+00  6.72105293e+07  110577
1.67759186e+00  6.65291346e+07  112555
1.69012693e+00  6.58509867e+07  112593
1.70265657e+00  6.51742754e+07  115573
1.71523965e+00  6.44935802e+07  117283
1.72781170e+00  6.38147923e+07  118581
1.74036775e+00  6.31375423e+07  120625
1.75292822e+00  6.24600047e+07  121935
1.76550077e+00  6.17829325e+07  124441
1.77806655e+00  6.11057076e+07  125517
1.79061685e+00  6.04320341e+07  127357
1.80319130e+00  5.97569738e+07  129895
1.81576667e+00  5.90816405e+07  130701
1.82834882e+00  5.84094637e+07  133921
1.84092616e+00  5.77365803e+07  134187
1.85348688e+00  5.70670907e+07  137125
1.86606484e+00  5.63969974e+07  138457
1.87865316e+00  5.57280569e+07  140937
1.89119496e+00  5.50637585e+07  141367
1.90373200e+00  5.44004772e+07  144381
1.91628265e+00  5.37383873e+07  145549
1.92887019e+00  5.30758434e+07  149139
1.94147113e+00  5.24144230e+07  149641
1.95401615e+00  5.17575448e+07  151825
