# z=1.5015 a=0.399764 mass=0.9262929687
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
1.77992824e-02  6.48172077e+03  13
3.01582443e-02  5.13043257e+03  33
4.28958037e-02  3.82753572e+03  79
5.56732155e-02  2.96645256e+03  117
6.87019957e-02  2.53908963e+03  205
8.09577352e-02  2.11982451e+03  235
9.35343337e-02  1.70786008e+03  369
1.06164502e-01  1.36972211e+03  433
1.18907249e-01  1.19625010e+03  585
1.31524496e-01  1.04610709e+03  679
1.43932658e-01  9.18197888e+02  813
1.56557218e-01  7.80175707e+02  985
1.69407979e-01  6.69116102e+02  1183
1.81937092e-01  6.08651875e+02  1269
1.94415796e-01  5.52736998e+02  1537
2.06952608e-01  4.93550841e+02  1653
2.19515289e-01  4.43614209e+02  1963
2.32108617e-01  4.16218134e+02  2121
2.44733933e-01  3.86832843e+02  2413
2.57363453e-01  3.46906008e+02  2635
2.69900160e-01  3.19995454e+02  2877
2.82389912e-01  2.94982173e+02  3169
2.95026715e-01  2.79899132e+02  3507
3.07573015e-01  2.65431315e+02  3685
3.20131509e-01  2.36727182e+02  4165
3.32798234e-01  2.31091624e+02  4377
3.45439129e-01  2.13840017e+02  4855
3.57953043e-01  1.98559429e+02  4929
3.70470738e-01  1.93052905e+02  5581
3.82961357e-01  1.85112970e+02  5679
3.95577974e-01  1.71941658e+02  6385
4.08187547e-01  1.66731070e+02  6553
4.20787861e-01  1.58605773e+02  7125
4.33381942e-01  1.49631735e+02  7447
4.45940056e-01  1.42705424e+02  7929
4.58524005e-01  1.39475201e+02  8353
4.71028302e-01  1.29458638e+02  8775
4.83582117e-01  1.25290699e+02  9313
4.96171308e-01  1.21707867e+02  9841
5.08698451e-01  1.15647617e+02  10191
5.21266850e-01  1.11797283e+02  10897
5.33851474e-01  1.07645612e+02  11301
5.46484669e-01  1.03871533e+02  12025
5.59105936e-01  1.01568001e+02  12423
5.71673258e-01  9.58866970e+01  13021
5.84175254e-01  9.41802999e+01  13405
5.96689969e-01  9.29369528e+01  14247
6.09276528e-01  8.72410590e+01  14713
6.21855825e-01  8.54877203e+01  15489
6.34433634e-01  8.29620976e+01  15913
6.47037514e-01  8.10786420e+01  16879
6.59633644e-01  7.93462395e+01  17193
6.72235286e-01  7.69074590e+01  18157
6.84740075e-01  7.54271571e+01  18339
6.97295639e-01  7.29867623e+01  19573
7.09882323e-01  7.13716813e+01  19941
7.22383387e-01  6.80308302e+01  20629
7.34953418e-01  6.72516915e+01  21655
7.47529559e-01  6.55018408e+01  22113
7.60130806e-01  6.53109825e+01  23185
7.72707972e-01  6.28502578e+01  23667
7.85228036e-01  6.15373134e+01  24385
7.97852900e-01  6.03005411e+01  25749
8.10414649e-01  5.84742338e+01  25675
8.22983296e-01  5.79887320e+01  27409
