# z=3.5051 a=0.221970 mass=0.9342068270
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
1.77992824e-02  1.24990742e+08  13
3.01582443e-02  1.24973983e+08  33
4.28958037e-02  1.24947500e+08  79
5.56732155e-02  1.24911873e+08  117
6.87019957e-02  1.24865817e+08  205
8.09577352e-02  1.24814009e+08  235
9.35343337e-02  1.24751749e+08  369
1.06164502e-01  1.24680414e+08  433
1.18907249e-01  1.24599186e+08  585
1.31524496e-01  1.24509876e+08  679
1.43932658e-01  1.24413294e+08  813
1.56557218e-01  1.24306127e+08  985
1.69407979e-01  1.24187852e+08  1183
1.81937092e-01  1.24063748e+08  1269
1.94415796e-01  1.23931370e+08  1537
2.06952608e-01  1.23789720e+08  1653
2.19515289e-01  1.23638948e+08  1963
2.32108617e-01  1.23479126e+08  2121
2.44733933e-01  1.23310086e+08  2413
2.57363453e-01  1.23132249e+08  2635
2.69900160e-01  1.22947060e+08  2877
2.82389912e-01  1.22754052e+08  3169
2.95026715e-01  1.22550129e+08  3507
3.07573015e-01  1.22339143e+08  3685
3.20131509e-01  1.22119379e+08  4165
3.32798234e-01  1.21889200e+08  4377
3.45439129e-01  1.21650919e+08  4855
3.57953043e-01  1.21406688e+08  4929
3.70470738e-01  1.21154031e+08  5581
3.82961357e-01  1.20893738e+08  5679
3.95577974e-01  1.20622475e+08  6385
4.08187547e-01  1.20343091e+08  6553
4.20787861e-01  1.20055656e+08  7125
4.33381942e-01  1.19760225e+08  7447
4.45940056e-01  1.19457511e+08  7929
4.58524005e-01  1.19146139e+08  8353
4.71028302e-01  1.18828763e+08  8775
4.83582117e-01  1.18502236e+08  9313
4.96171308e-01  1.18166910e+08  9841
5.08698451e-01  1.17825393e+08  10191
5.21266850e-01  1.17475030e+08  10897
5.33851474e-01  1.17116468e+08  11301
5.46484669e-01  1.16748720e+08  12025
5.59105936e-01  1.16373737e+08  12423
5.71673258e-01  1.15992799e+08  13021
5.84175254e-01  1.15606372e+08  13405
5.96689969e-01  1.15212223e+08  14247
6.09276528e-01  1.14808487e+08  14713
6.21855825e-01  1.14397676e+08  15489
6.34433634e-01  1.13979592e+08  15913
6.47037514e-01  1.13553530e+08  16879
6.59633644e-01  1.13120623e+08  17193
6.72235286e-01  1.12680559e+08  18157
6.84740075e-01  1.12236824e+08  18339
6.97295639e-01  1.11784485e+08  19573
7.09882323e-01  1.11324327e+08  19941
7.22383387e-01  1.10860371e+08  20629
7.34953418e-01  1.10387627e+08  21655
7.47529559e-01  1.09907699e+08  22113
7.60130806e-01  1.09420608e+08  23185
7.72707972e-01  1.08927735e+08  23667
7.85228036e-01  1.08430958e+08  24385
7.97852900e-01  1.07923682e+08  25749
8.10414649e-01  1.07412812e+08  25675
8.22983296e-01  1.06895624e+08  27409
8.35562854e-01  1.06371760e+08  27405
8.48080130e-01  1.05844844e+08  28717
8.60685138e-01  1.05308278e+08  29595
8.73271712e-01  1.04766601e+08  30301
8.85799237e-01  1.04222011e+08  31101
8.98326884e-01  1.03672078e+08  32023
9.10882829e-01  1.03114922e+08  32977
9.23526894e-01  1.02548597e+08  34449
9.36128848e-01  1.01978875e+08  34549
9.48697049e-01  1.01405625e+08  36111
9.61271227e-01  1.00826544e+08  36541
9.73803852e-01  1.00244652e+08  37717
9.86339420e-01  9.96579592e+07  38619
9.98901349e-01  9.90646839e+07  39661
1.01143181e+00  9.84683399e+07  40545
1.02398480e+00  9.78661687e+07  41815
1.03662522e+00  9.72555796e+07  43125
1.04921793e+00  9.66424636e+07  43681
1.06175146e+00  9.60280938e+07  44629
1.07431471e+00  9.54077545e+07  46227
1.08691591e+00  9.47813875e+07  46909
1.09948613e+00  9.41527796e+07  48237
1.11198749e+00  9.35230098e+07  48583
1.12457094e+00  9.28859832e+07  50997
1.13720231e+00  9.22425201e+07  51397
1.14976092e+00  9.15987281e+07  52489
1.16231004e+00  9.09517854e+07  53787
1.17487890e+00  9.03008471e+07  54913
1.18743524e+00  8.96470577e+07  55977
1.19999439e+00  8.89894801e+07  57415
1.21253582e+00  8.83300543e+07  58105
1.22509392e+00  8.76668004e+07  60033
1.23769555e+00  8.69976217e+07  60949
1.25026211e+00  8.63276850e+07  62235
1.26280549e+00  8.56565893e+07  63229
1.27540071e+00  8.49799473e+07  65133
1.28797156e+00  8.43017630e+07  65707
1.30053708e+00  8.36212191e+07  67561
1.31311722e+00  8.29383578e+07  68505
1.32567386e+00  8.22536676e+07  69943
1.33823709e+00  8.15669450e+07  71097
1.35081404e+00  8.08771098e+07  73021
1.36336710e+00  8.01868321e+07  73317
1.37591851e+00  7.94953844e+07  75799
1.38846886e+00  7.88011414e+07  76021
1.40103508e+00  7.81047299e+07  78753
1.41362499e+00  7.74061724e+07  79291
1.42620380e+00  7.67061963e+07  81129
1.43878365e+00  7.60050650e+07  82441
1.45136676e+00  7.53018496e+07  83949
1.46393054e+00  7.46002842e+07  85123
1.47650160e+00  7.38954256e+07  86929
1.48905317e+00  7.31918003e+07  87789
1.50157422e+00  7.24884827e+07  89623
1.51415169e+00  7.17825550e+07  91341
1.52672825e+00  7.10747008e+07  92845
1.53929259e+00  7.03672247e+07  94087
1.55187897e+00  6.96589793e+07  96333
1.56446583e+00  6.89491931e+07  97249
1.57706299e+00  6.82399826e+07  99501
1.58957931e+00  6.75344321e+07  99283
1.60209822e+00  6.68292202e+07  102537
1.61467281e+00  6.61204191e+07  103477
1.62724590e+00  6.54123610e+07  105751
1.63983060e+00  6.47032484e+07  106869
1.65239053e+00  6.39976741e+07  108697
1.66497941e+00  6.32887113e+07  110577
1.67759186e+00  6.25808034e+07  112555
1.69012693e+00  6.18770914e+07  112593
